ufn,municipio,codmun6,idhm,popt
Minas Gerais,Novo Oriente de Minas,314535,0.555,9896
Minas Gerais,Novorizonte,314537,0.616,4839
Minas Gerais,Olaria,314540,0.636,1954
Minas Gerais,Olhos-d'Água,314545,0.626,5208
Minas Gerais,Olímpio Noronha,314550,0.674,2530
Minas Gerais,Oliveira,314560,0.699,39140
Minas Gerais,Oliveira Fortes,314570,0.635,2092
Minas Gerais,Onça de Pitangui,314580,0.663,3024
Minas Gerais,Oratórios,314585,0.637,4469
Minas Gerais,Orizânia,314587,0.562,6905
Minas Gerais,Ouro Branco,314590,0.764,35115
Minas Gerais,Ouro Fino,314600,0.722,31352
Minas Gerais,Ouro Preto,314610,0.741,69716
Minas Gerais,Ouro Verde de Minas,314620,0.595,5897
Minas Gerais,Padre Carvalho,314625,0.599,5756
Minas Gerais,Padre Paraíso,314630,0.596,18256
Minas Gerais,Paineiras,314640,0.669,4574
Minas Gerais,Pains,314650,0.728,7945
Minas Gerais,Pai Pedro,314655,0.59,5718
Minas Gerais,Paiva,314660,0.72,1545
Minas Gerais,Palma,314670,0.703,6524
Minas Gerais,Palmópolis,314675,0.565,6769
Minas Gerais,Papagaios,314690,0.666,14073
Minas Gerais,Paracatu,314700,0.744,84010
Minas Gerais,Pará de Minas,314710,0.725,83577
Minas Gerais,Paraguaçu,314720,0.715,20031
Minas Gerais,Paraisópolis,314730,0.729,19230
Minas Gerais,Paraopeba,314740,0.694,22470
Minas Gerais,Passabém,314750,0.642,1739
Minas Gerais,Passa Quatro,314760,0.715,15471
Minas Gerais,Passa Tempo,314770,0.687,7957
Minas Gerais,Passa-Vinte,314780,0.648,2060
Minas Gerais,Passos,314790,0.756,105700
Minas Gerais,Patis,314795,0.614,5450
Minas Gerais,Patos de Minas,314800,0.765,137776
Minas Gerais,Patrocínio,314810,0.729,81617
Minas Gerais,Patrocínio do Muriaé,314820,0.682,5234
Minas Gerais,Paula Cândido,314830,0.637,9091
Minas Gerais,Paulistas,314840,0.625,4849
Minas Gerais,Pavão,314850,0.627,8245
Minas Gerais,Peçanha,314860,0.627,17117
Minas Gerais,Pedra Azul,314870,0.627,23512
Minas Gerais,Pedra Bonita,314875,0.573,6449
Minas Gerais,Pedra do Anta,314880,0.624,3337
Minas Gerais,Pedra do Indaiá,314890,0.708,3864
Minas Gerais,Pedra Dourada,314900,0.655,2120
Minas Gerais,Pedralva,314910,0.675,11305
Minas Gerais,Pedras de Maria da Cruz,314915,0.614,10031
Minas Gerais,Pedrinópolis,314920,0.729,3472
Minas Gerais,Pedro Leopoldo,314930,0.757,58468
Minas Gerais,Pedro Teixeira,314940,0.637,1773
Minas Gerais,Pequeri,314950,0.694,3121
Minas Gerais,Pequi,314960,0.674,4070
Minas Gerais,Perdigão,314970,0.703,8862
Minas Gerais,Perdizes,314980,0.723,14221
Minas Gerais,Perdões,314990,0.744,20034
Minas Gerais,Periquito,314995,0.651,6983
Minas Gerais,Pescador,315000,0.656,3966
Minas Gerais,Piau,315010,0.629,2831
Minas Gerais,Piedade de Caratinga,315015,0.612,7091
Minas Gerais,Piedade de Ponte Nova,315020,0.639,4022
Minas Gerais,Piedade do Rio Grande,315030,0.678,4695
Minas Gerais,Piedade dos Gerais,315040,0.626,4506
Minas Gerais,Pimenta,315050,0.686,8225
Minas Gerais,Pingo-d'Água,315053,0.619,4405
Minas Gerais,Pintópolis,315057,0.594,7047
Minas Gerais,Piracema,315060,0.646,6254
Minas Gerais,Pirajuba,315070,0.723,4516
Minas Gerais,Piranga,315080,0.6,16595
Minas Gerais,Piranguçu,315090,0.685,5155
Minas Gerais,Piranguinho,315100,0.717,7980
Minas Gerais,Pirapetinga,315110,0.709,10331
Minas Gerais,Pirapora,315120,0.731,52787
Minas Gerais,Piraúba,315130,0.684,10798
Minas Gerais,Pitangui,315140,0.725,25148
Minas Gerais,Piumhi,315150,0.737,31456
Minas Gerais,Planura,315160,0.712,10289
Minas Gerais,Poço Fundo,315170,0.691,15740
Minas Gerais,Poços de Caldas,315180,0.779,151812
Minas Gerais,Pocrane,315190,0.626,8748
Minas Gerais,Pompéu,315200,0.689,28668
Minas Gerais,Ponte Nova,315210,0.717,56412
Minas Gerais,Ponto Chique,315213,0.606,3856
Minas Gerais,Ponto dos Volantes,315217,0.595,10911
Minas Gerais,Porteirinha,315220,0.651,37047
Minas Gerais,Porto Firme,315230,0.634,10154
Minas Gerais,Poté,315240,0.624,15385
Minas Gerais,Pouso Alegre,315250,0.774,129564
Minas Gerais,Pouso Alto,315260,0.71,6124
Minas Gerais,Prados,315270,0.689,8330
Minas Gerais,Prata,315280,0.695,25164
Minas Gerais,Pratápolis,315290,0.729,8685
Minas Gerais,Pratinha,315300,0.721,3164
Minas Gerais,Presidente Bernardes,315310,0.632,5466
Minas Gerais,Presidente Juscelino,315320,0.614,3835
Minas Gerais,Presidente Kubitschek,315330,0.595,2801
Minas Gerais,Presidente Olegário,315340,0.701,18236
Minas Gerais,Alto Jequitibá,315350,0.66,8256
Minas Gerais,Prudente de Morais,315360,0.69,9573
Minas Gerais,Quartel Geral,315370,0.683,3274
Minas Gerais,Queluzito,315380,0.682,1844
Minas Gerais,Raposos,315390,0.73,15330
Minas Gerais,Raul Soares,315400,0.655,23579
Minas Gerais,Recreio,315410,0.692,10225
Minas Gerais,Reduto,315415,0.629,6444
Minas Gerais,Resende Costa,315420,0.685,10789
Minas Gerais,Resplendor,315430,0.67,16644
Minas Gerais,Ressaquinha,315440,0.683,4640
Minas Gerais,Riachinho,315445,0.632,7610
Minas Gerais,Riacho dos Machados,315450,0.627,9133
Minas Gerais,Ribeirão das Neves,315460,0.684,291742
Minas Gerais,Ribeirão Vermelho,315470,0.737,3810
Minas Gerais,Rio Acima,315480,0.673,9082
Minas Gerais,Rio Casca,315490,0.65,13997
Minas Gerais,Rio Doce,315500,0.664,2453
Minas Gerais,Rio do Prado,315510,0.605,5092
Minas Gerais,Rio Espera,315520,0.602,5868
Minas Gerais,Rio Manso,315530,0.648,5243
Minas Gerais,Rio Novo,315540,0.707,8649
Minas Gerais,Rio Paranaíba,315550,0.709,11700
Minas Gerais,Rio Pardo de Minas,315560,0.624,28312
Minas Gerais,Rio Piracicaba,315570,0.685,14005
Minas Gerais,Rio Pomba,315580,0.714,16872
Minas Gerais,Rio Preto,315590,0.679,5229
Minas Gerais,Rio Vermelho,315600,0.558,13243
Minas Gerais,Ritápolis,315610,0.653,4907
Minas Gerais,Rochedo de Minas,315620,0.684,2114
Minas Gerais,Rodeiro,315630,0.668,6820
Minas Gerais,Romaria,315640,0.708,3573
Minas Gerais,Rosário da Limeira,315645,0.662,4230
Minas Gerais,Rubelita,315650,0.582,7470
Minas Gerais,Rubim,315660,0.609,9741
Minas Gerais,Sabará,315670,0.731,125891
Minas Gerais,Sabinópolis,315680,0.638,15408
Minas Gerais,Sacramento,315690,0.732,23636
Minas Gerais,Salinas,315700,0.679,38577
Minas Gerais,Salto da Divisa,315710,0.608,6773
Minas Gerais,Santa Bárbara,315720,0.707,27737
Minas Gerais,Santa Bárbara do Leste,315725,0.613,7584
Minas Gerais,Santa Bárbara do Monte Verde,315727,0.606,2667
Minas Gerais,Santa Bárbara do Tugúrio,315730,0.637,4564
Minas Gerais,Santa Cruz de Minas,315733,0.706,7861
Minas Gerais,Santa Cruz de Salinas,315737,0.577,4251
Minas Gerais,Santa Cruz do Escalvado,315740,0.625,4965
Minas Gerais,Santa Efigênia de Minas,315750,0.607,4457
Minas Gerais,Santa Fé de Minas,315760,0.615,3816
Minas Gerais,Santa Helena de Minas,315765,0.567,5876
Minas Gerais,Santa Juliana,315770,0.706,11274
Minas Gerais,Santa Luzia,315780,0.715,201718
Minas Gerais,Santa Margarida,315790,0.61,14004
Minas Gerais,Santa Maria de Itabira,315800,0.648,10442
Minas Gerais,Santa Maria do Salto,315810,0.613,5250
Minas Gerais,Santa Maria do Suaçuí,315820,0.64,13826
Minas Gerais,Santana da Vargem,315830,0.698,7218
Minas Gerais,Santana de Cataguases,315840,0.694,3612
Minas Gerais,Santana de Pirapama,315850,0.628,7898
Minas Gerais,Santana do Deserto,315860,0.651,3849
Minas Gerais,Santana do Garambéu,315870,0.667,2226
Minas Gerais,Santana do Jacaré,315880,0.647,4556
Minas Gerais,Santana do Manhuaçu,315890,0.621,8253
Minas Gerais,Santana do Paraíso,315895,0.685,27220
Minas Gerais,Santana do Riacho,315900,0.665,3906
Minas Gerais,Santana dos Montes,315910,0.647,3745
Minas Gerais,Santa Rita de Caldas,315920,0.69,8957
Minas Gerais,Santa Rita de Jacutinga,315930,0.682,4948
Minas Gerais,Santa Rita de Minas,315935,0.613,6504
Minas Gerais,Santa Rita de Ibitipoca,315940,0.63,3554
Minas Gerais,Santa Rita do Itueto,315950,0.607,5505
Minas Gerais,Santa Rita do Sapucaí,315960,0.721,37350
Minas Gerais,Santa Rosa da Serra,315970,0.705,3194
Minas Gerais,Santa Vitória,315980,0.71,17922
Minas Gerais,Santo Antônio do Amparo,315990,0.672,17235
Minas Gerais,Santo Antônio do Aventureiro,316000,0.671,3516
Minas Gerais,Santo Antônio do Grama,316010,0.633,4058
Minas Gerais,Santo Antônio do Itambé,316020,0.558,4081
Minas Gerais,Santo Antônio do Jacinto,316030,0.574,11243
Minas Gerais,Santo Antônio do Monte,316040,0.724,25758
Minas Gerais,Santo Antônio do Retiro,316045,0.57,6648
Minas Gerais,Santo Antônio do Rio Abaixo,316050,0.669,1749
Minas Gerais,Santo Hipólito,316060,0.657,3217
Minas Gerais,Santos Dumont,316070,0.741,45871
Minas Gerais,São Bento Abade,316080,0.672,4560
Minas Gerais,São Brás do Suaçuí,316090,0.664,3510
Minas Gerais,São Domingos das Dores,316095,0.638,5353
Minas Gerais,São Domingos do Prata,316100,0.69,17132
Minas Gerais,São Félix de Minas,316105,0.62,3285
Minas Gerais,São Francisco,316110,0.638,52834
Minas Gerais,São Francisco de Paula,316120,0.66,6425
Minas Gerais,São Francisco de Sales,316130,0.688,5482
Minas Gerais,São Francisco do Glória,316140,0.663,5050
Minas Gerais,São Geraldo,316150,0.651,10202
Minas Gerais,São Geraldo da Piedade,316160,0.6,4344
Minas Gerais,São Geraldo do Baixio,316165,0.63,3452
Minas Gerais,São Gonçalo do Abaeté,316170,0.67,6173
Minas Gerais,São Gonçalo do Pará,316180,0.689,10366
Minas Gerais,São Gonçalo do Rio Abaixo,316190,0.667,9699
Minas Gerais,São Gonçalo do Sapucaí,316200,0.715,23755
Minas Gerais,São Gotardo,316210,0.736,31669
Minas Gerais,São João Batista do Glória,316220,0.724,6842
Minas Gerais,São João da Lagoa,316225,0.634,4556
Minas Gerais,São João da Mata,316230,0.653,2692
Minas Gerais,São João da Ponte,316240,0.569,24905
Minas Gerais,São João das Missões,316245,0.529,11321
Minas Gerais,São João del Rei,316250,0.758,83599
Minas Gerais,São João do Manhuaçu,316255,0.65,10034
Minas Gerais,São João do Manteninha,316257,0.64,5032
Minas Gerais,São João do Oriente,316260,0.648,7856
Minas Gerais,São João do Pacuí,316265,0.625,3902
Minas Gerais,São João do Paraíso,316270,0.615,21849
Minas Gerais,São João Evangelista,316280,0.638,15374
Minas Gerais,São João Nepomuceno,316290,0.708,24887
Minas Gerais,São Joaquim de Bicas,316292,0.662,23142
Minas Gerais,São José da Barra,316294,0.739,6728
Minas Gerais,São José da Lapa,316295,0.729,19747
Minas Gerais,São José da Safira,316300,0.583,4045
Minas Gerais,São José da Varginha,316310,0.704,4168
Minas Gerais,São José do Alegre,316320,0.717,3996
Minas Gerais,São José do Divino,316330,0.658,3793
Minas Gerais,São José do Goiabal,316340,0.666,5601
Minas Gerais,São José do Jacuri,316350,0.566,6458
Minas Gerais,São José do Mantimento,316360,0.657,2516
Minas Gerais,São Lourenço,316370,0.759,41320
Minas Gerais,São Miguel do Anta,316380,0.644,6660
Minas Gerais,São Pedro da União,316390,0.674,4958
Minas Gerais,São Pedro dos Ferros,316400,0.659,8296
Minas Gerais,São Pedro do Suaçuí,316410,0.622,5523
Minas Gerais,São Romão,316420,0.64,9951
Minas Gerais,São Roque de Minas,316430,0.672,6569
Minas Gerais,São Sebastião da Bela Vista,316440,0.692,4904
Minas Gerais,São Sebastião da Vargem Alegre,316443,0.66,2727
Minas Gerais,São Sebastião do Anta,316447,0.607,5726
Minas Gerais,São Sebastião do Maranhão,316450,0.581,10376
Minas Gerais,São Sebastião do Oeste,316460,0.626,5750
Minas Gerais,São Sebastião do Paraíso,316470,0.722,64629
Minas Gerais,São Sebastião do Rio Preto,316480,0.632,1604
Minas Gerais,São Sebastião do Rio Verde,316490,0.676,2076
Minas Gerais,São Tiago,316500,0.662,10532
Minas Gerais,São Tomás de Aquino,316510,0.7,7035
Minas Gerais,São Thomé das Letras,316520,0.667,6537
Minas Gerais,São Vicente de Minas,316530,0.715,6982
Minas Gerais,Sapucaí-Mirim,316540,0.68,6170
Minas Gerais,Sardoá,316550,0.636,5451
Minas Gerais,Sarzedo,316553,0.734,25705
Minas Gerais,Setubinha,316555,0.542,10461
Minas Gerais,Sem-Peixe,316556,0.654,2823
Minas Gerais,Senador Amaral,316557,0.661,5142
Minas Gerais,Senador Cortes,316560,0.674,1986
Minas Gerais,Senador Firmino,316570,0.644,7088
Minas Gerais,Senador José Bento,316580,0.684,1860
Minas Gerais,Senador Modestino Gonçalves,316590,0.62,4484
Minas Gerais,Senhora de Oliveira,316600,0.631,5634
Minas Gerais,Senhora do Porto,316610,0.565,3454
Minas Gerais,Senhora dos Remédios,316620,0.626,10004
Minas Gerais,Sericita,316630,0.56,7102
Minas Gerais,Seritinga,316640,0.66,1787
Minas Gerais,Serra Azul de Minas,316650,0.557,3933
Minas Gerais,Serra da Saudade,316660,0.677,813
Minas Gerais,Serra dos Aimorés,316670,0.651,8267
Minas Gerais,Serra do Salitre,316680,0.696,10440
Minas Gerais,Serrania,316690,0.677,7477
Minas Gerais,Serranópolis de Minas,316695,0.633,4371
Minas Gerais,Serranos,316700,0.643,1969
Minas Gerais,Serro,316710,0.656,20436
Minas Gerais,Sete Lagoas,316720,0.76,213046
Minas Gerais,Silveirânia,316730,0.652,2183
Minas Gerais,Silvianópolis,316740,0.699,5982
Minas Gerais,Simão Pereira,316750,0.638,2492
Minas Gerais,Simonésia,316760,0.632,17446
Minas Gerais,Sobrália,316770,0.631,5769
Minas Gerais,Soledade de Minas,316780,0.697,5560
Minas Gerais,Tabuleiro,316790,0.681,4059
Minas Gerais,Taiobeiras,316800,0.67,30694
Minas Gerais,Taparuba,316805,0.645,3126
Minas Gerais,Tapira,316810,0.712,3988
Minas Gerais,Tapiraí,316820,0.667,1865
Minas Gerais,Taquaraçu de Minas,316830,0.651,3751
Minas Gerais,Tarumirim,316840,0.633,13919
Minas Gerais,Teixeiras,316850,0.675,11244
Minas Gerais,Teófilo Otoni,316860,0.701,131628
Minas Gerais,Timóteo,316870,0.77,81061
Minas Gerais,Tiradentes,316880,0.74,6834
Minas Gerais,Tiros,316890,0.683,6712
Minas Gerais,Tocantins,316900,0.688,15715
Minas Gerais,Tocos do Moji,316905,0.696,3939
Minas Gerais,Toledo,316910,0.661,5712
Minas Gerais,Tombos,316920,0.718,9407
Minas Gerais,Três Corações,316930,0.744,71834
Minas Gerais,Três Marias,316935,0.752,28212
Minas Gerais,Três Pontas,316940,0.731,53551
Minas Gerais,Tumiritinga,316950,0.626,6224
Minas Gerais,Tupaciguara,316960,0.719,23953
Minas Gerais,Turmalina,316970,0.682,17821
Minas Gerais,Turvolândia,316980,0.696,4619
Minas Gerais,Ubá,316990,0.724,101096
Minas Gerais,Ubaí,317000,0.609,11452
Minas Gerais,Ubaporanga,317005,0.614,11813
Minas Gerais,Uberaba,317010,0.772,292576
Minas Gerais,Uberlândia,317020,0.789,599978
Minas Gerais,Umburatiba,317030,0.638,2677
Minas Gerais,Unaí,317040,0.736,75850
Minas Gerais,União de Minas,317043,0.672,4263
Minas Gerais,Uruana de Minas,317047,0.664,3081
Minas Gerais,Urucânia,317050,0.633,10256
Minas Gerais,Urucuia,317052,0.619,13372
Minas Gerais,Vargem Alegre,317057,0.631,6416
Minas Gerais,Vargem Bonita,317060,0.696,2136
Minas Gerais,Vargem Grande do Rio Pardo,317065,0.634,4615
Minas Gerais,Varginha,317070,0.778,122584
Minas Gerais,Varjão de Minas,317075,0.711,5933
Minas Gerais,Várzea da Palma,317080,0.666,35466
Minas Gerais,Varzelândia,317090,0.594,18592
Minas Gerais,Vazante,317100,0.742,19585
Minas Gerais,Verdelândia,317103,0.584,8131
Minas Gerais,Veredinha,317107,0.632,5455
Minas Gerais,Veríssimo,317110,0.667,3246
Minas Gerais,Vermelho Novo,317115,0.612,4505
Minas Gerais,Vespasiano,317120,0.688,104081
Minas Gerais,Viçosa,317130,0.775,71883
Minas Gerais,Vieiras,317140,0.668,3659
Minas Gerais,Mathias Lobato,317150,0.612,3344
Minas Gerais,Virgem da Lapa,317160,0.61,13224
Minas Gerais,Virgínia,317170,0.651,8528
Minas Gerais,Virginópolis,317180,0.675,10385
Minas Gerais,Virgolândia,317190,0.62,5591
Minas Gerais,Visconde do Rio Branco,317200,0.709,37837
Minas Gerais,Volta Grande,317210,0.669,5026
Minas Gerais,Wenceslau Braz,317220,0.678,2538
Espírito Santo,AFONSO CLÁUDIO,320010,0.667,30658
Espírito Santo,ÁGUIA BRANCA,320013,0.678,9230
Espírito Santo,ÁGUA DOCE DO NORTE,320016,0.652,11456
Espírito Santo,ALEGRE,320020,0.721,30421
Espírito Santo,ALFREDO CHAVES,320030,0.71,13946
Espírito Santo,ALTO RIO NOVO,320035,0.664,7205
Espírito Santo,ANCHIETA,320040,0.73,23778
Espírito Santo,APIACÁ,320050,0.673,7443
Espírito Santo,ARACRUZ,320060,0.752,81005
Espírito Santo,ATILIO VIVACQUA,320070,0.708,9695
Espírito Santo,BAIXO GUANDU,320080,0.702,28578
Espírito Santo,BARRA DE SÃO FRANCISCO,320090,0.683,39716
Espírito Santo,BOA ESPERANÇA,320100,0.679,13995
Espírito Santo,BOM JESUS DO NORTE,320110,0.734,9386
Espírito Santo,BREJETUBA,320115,0.656,11553
Espírito Santo,CACHOEIRO DE ITAPEMIRIM,320120,0.746,188623
Espírito Santo,CARIACICA,320130,0.718,346926
Espírito Santo,CASTELO,320140,0.726,34588
Espírito Santo,COLATINA,320150,0.746,110565
Espírito Santo,CONCEIÇÃO DA BARRA,320160,0.681,28249
Espírito Santo,CONCEIÇÃO DO CASTELO,320170,0.67,11367
Espírito Santo,DIVINO DE SÃO LOURENÇO,320180,0.632,4460
Espírito Santo,DOMINGOS MARTINS,320190,0.669,31662
Espírito Santo,DORES DO RIO PRETO,320200,0.654,6122
Espírito Santo,ECOPORANGA,320210,0.662,22385
Espírito Santo,FUNDÃO,320220,0.718,16825
Espírito Santo,GOVERNADOR LINDENBERG,320225,0.694,10704
Espírito Santo,GUAÇUÍ,320230,0.703,27450
Espírito Santo,GUARAPARI,320240,0.731,103882
Espírito Santo,IBATIBA,320245,0.647,22164
Espírito Santo,IBIRAÇU,320250,0.726,11163
Espírito Santo,IBITIRAMA,320255,0.622,8801
Espírito Santo,ICONHA,320260,0.729,12452
Espírito Santo,IRUPI,320265,0.637,11521
Espírito Santo,ITAGUAÇU,320270,0.702,14102
Espírito Santo,ITAPEMIRIM,320280,0.654,30843
Espírito Santo,ITARANA,320290,0.684,10844
Espírito Santo,IÚNA,320300,0.666,26609
Espírito Santo,JAGUARÉ,320305,0.678,24601
Espírito Santo,JERÔNIMO MONTEIRO,320310,0.698,10720
Espírito Santo,JOÃO NEIVA,320313,0.753,15559
Espírito Santo,LARANJA DA TERRA,320316,0.656,10710
Espírito Santo,LINHARES,320320,0.724,139483
Espírito Santo,MANTENÓPOLIS,320330,0.657,13225
Espírito Santo,MARATAÍZES,320332,0.696,33727
Espírito Santo,MARECHAL FLORIANO,320334,0.71,14177
Espírito Santo,MARILÂNDIA,320335,0.696,11057
Espírito Santo,MIMOSO DO SUL,320340,0.67,25518
Espírito Santo,MONTANHA,320350,0.667,17615
Espírito Santo,MUCURICI,320360,0.666,5588
Espírito Santo,MUNIZ FREIRE,320370,0.645,18039
Espírito Santo,MUQUI,320380,0.694,14193
Espírito Santo,NOVA VENÉCIA,320390,0.712,45434
Espírito Santo,PANCAS,320400,0.667,21268
Espírito Santo,PEDRO CANÁRIO,320405,0.654,23730
Espírito Santo,PINHEIROS,320410,0.673,23599
Espírito Santo,PIÚMA,320420,0.727,17946
Espírito Santo,PONTO BELO,320425,0.669,6892
Espírito Santo,PRESIDENTE KENNEDY,320430,0.657,10112
Espírito Santo,RIO BANANAL,320435,0.681,17336
Espírito Santo,RIO NOVO DO SUL,320440,0.711,11186
Espírito Santo,SANTA LEOPOLDINA,320450,0.626,11568
Espírito Santo,SANTA MARIA DE JETIBÁ,320455,0.671,33347
Espírito Santo,SANTA TERESA,320460,0.714,21681
Espírito Santo,SÃO DOMINGOS DO NORTE,320465,0.682,7942
Espírito Santo,SÃO GABRIEL DA PALHA,320470,0.709,31059
Espírito Santo,SÃO JOSÉ DO CALÇADO,320480,0.688,10167
Espírito Santo,SÃO MATEUS,320490,0.735,107298
Espírito Santo,SÃO ROQUE DO CANAÃ,320495,0.7,11012
Espírito Santo,SERRA,320500,0.739,407516
Espírito Santo,SOORETAMA,320501,0.662,23537
Espírito Santo,VARGEM ALTA,320503,0.663,18989
Espírito Santo,VENDA NOVA DO IMIGRANTE,320506,0.728,20425
Espírito Santo,VIANA,320510,0.686,62191
Espírito Santo,VILA PAVÃO,320515,0.681,8465
Espírito Santo,VILA VALÉRIO,320517,0.675,13401
Espírito Santo,VILA VELHA,320520,0.8,411418
Espírito Santo,VITÓRIA,320530,0.845,325368
Rio de Janeiro,ANGRA DOS REIS,330010,0.724,168559
Rio de Janeiro,APERIBÉ,330015,0.692,10177
Rio de Janeiro,ARARUAMA,330020,0.718,111065
Rio de Janeiro,AREAL,330022,0.684,11346
Rio de Janeiro,ARMAÇÃO DOS BÚZIOS,330023,0.728,27276
Rio de Janeiro,ARRAIAL DO CABO,330025,0.733,27577
Rio de Janeiro,BARRA DO PIRAÍ,330030,0.733,94463
Rio de Janeiro,BARRA MANSA,330040,0.729,177299
Rio de Janeiro,BELFORD ROXO,330045,0.684,467432
Rio de Janeiro,BOM JARDIM,330050,0.66,24963
Rio de Janeiro,BOM JESUS DO ITABAPOANA,330060,0.732,35024
Rio de Janeiro,CABO FRIO,330070,0.735,184918
Rio de Janeiro,CACHOEIRAS DE MACACU,330080,0.7,54175
Rio de Janeiro,CAMBUCI,330090,0.691,14743
Rio de Janeiro,CARAPEBUS,330093,0.713,13218
Rio de Janeiro,COMENDADOR LEVY GASPARIAN,330095,0.685,8158
Rio de Janeiro,CAMPOS DOS GOYTACAZES,330100,0.716,458440
Rio de Janeiro,CANTAGALO,330110,0.709,19765
Rio de Janeiro,CARDOSO MOREIRA,330115,0.648,12345
Rio de Janeiro,CARMO,330120,0.696,17167
Rio de Janeiro,CASIMIRO DE ABREU,330130,0.726,35157
Rio de Janeiro,CONCEIÇÃO DE MACABU,330140,0.712,20927
Rio de Janeiro,CORDEIRO,330150,0.729,20359
Rio de Janeiro,DUAS BARRAS,330160,0.659,10895
Rio de Janeiro,DUQUE DE CAXIAS,330170,0.711,852154
Rio de Janeiro,ENGENHEIRO PAULO DE FRONTIN,330180,0.722,13087
Rio de Janeiro,GUAPIMIRIM,330185,0.698,50930
Rio de Janeiro,IGUABA GRANDE,330187,0.761,22831
Rio de Janeiro,ITABORAÍ,330190,0.693,216925
Rio de Janeiro,ITAGUAÍ,330200,0.715,108585
Rio de Janeiro,ITALVA,330205,0.688,13976
Rio de Janeiro,ITAOCARA,330210,0.713,22704
Rio de Janeiro,ITAPERUNA,330220,0.73,94916
Rio de Janeiro,ITATIAIA,330225,0.737,28598
Rio de Janeiro,JAPERI,330227,0.659,92906
Rio de Janeiro,LAJE DO MURIAÉ,330230,0.668,7463
Rio de Janeiro,MACAÉ,330240,0.764,205662
Rio de Janeiro,MACUCO,330245,0.703,5259
Rio de Janeiro,MAGÉ,330250,0.709,225378
Rio de Janeiro,MANGARATIBA,330260,0.753,36228
Rio de Janeiro,MARICÁ,330270,0.765,127129
Rio de Janeiro,MENDES,330280,0.736,17880
Rio de Janeiro,MESQUITA,330285,0.737,168072
Rio de Janeiro,MIGUEL PEREIRA,330290,0.745,24518
Rio de Janeiro,MIRACEMA,330300,0.713,26674
Rio de Janeiro,NATIVIDADE,330310,0.73,15001
Rio de Janeiro,NILÓPOLIS,330320,0.753,157151
Rio de Janeiro,NITERÓI,330330,0.837,482761
Rio de Janeiro,NOVA FRIBURGO,330340,0.745,181040
Rio de Janeiro,NOVA IGUAÇU,330350,0.713,793785
Rio de Janeiro,PARACAMBI,330360,0.72,45563
Rio de Janeiro,PARAÍBA DO SUL,330370,0.702,40888
Rio de Janeiro,PARATY,330380,0.693,36477
Rio de Janeiro,PATY DO ALFERES,330385,0.671,26020
Rio de Janeiro,PETRÓPOLIS,330390,0.745,293946
Rio de Janeiro,PINHEIRAL,330395,0.715,22636
Rio de Janeiro,PIRAÍ,330400,0.708,25849
Rio de Janeiro,PORCIÚNCULA,330410,0.697,17181
Rio de Janeiro,PORTO REAL,330411,0.713,16548
Rio de Janeiro,QUATIS,330412,0.69,12694
Rio de Janeiro,QUEIMADOS,330414,0.68,137281
Rio de Janeiro,QUISSAMÃ,330415,0.704,20150
Rio de Janeiro,RESENDE,330420,0.768,119363
Rio de Janeiro,RIO BONITO,330430,0.71,54524
Rio de Janeiro,RIO CLARO,330440,0.683,17262
Rio de Janeiro,RIO DAS FLORES,330450,0.68,8520
Rio de Janeiro,RIO DAS OSTRAS,330452,0.773,104853
Rio de Janeiro,RIO DE JANEIRO,330455,0.799,6262802
Rio de Janeiro,SANTA MARIA MADALENA,330460,0.668,10153
Rio de Janeiro,SANTO ANTÔNIO DE PÁDUA,330470,0.718,40311
Rio de Janeiro,SÃO FRANCISCO DE ITABAPOANA,330475,0.639,40246
Rio de Janeiro,SÃO FIDÉLIS,330480,0.691,37369
Rio de Janeiro,SÃO GONÇALO,330490,0.739,995011
Rio de Janeiro,SÃO JOÃO DA BARRA,330500,0.671,32368
Rio de Janeiro,SÃO JOÃO DE MERITI,330510,0.719,458123
Rio de Janeiro,SÃO JOSÉ DE UBÁ,330513,0.652,6964
Rio de Janeiro,SÃO JOSÉ DO VALE DO RIO PRETO,330515,0.66,20105
Rio de Janeiro,SÃO PEDRO DA ALDEIA,330520,0.712,87448
Rio de Janeiro,SÃO SEBASTIÃO DO ALTO,330530,0.646,8610
Rio de Janeiro,SAPUCAIA,330540,0.675,16974
Rio de Janeiro,SAQUAREMA,330550,0.709,73569
Rio de Janeiro,SEROPÉDICA,330555,0.713,77380
Rio de Janeiro,SILVA JARDIM,330560,0.654,21043
Rio de Janeiro,SUMIDOURO,330570,0.611,14729
Rio de Janeiro,TANGUÁ,330575,0.654,30409
Rio de Janeiro,TERESÓPOLIS,330580,0.73,162261
Rio de Janeiro,TRAJANO DE MORAES,330590,0.667,10059
Rio de Janeiro,TRÊS RIOS,330600,0.725,77133
Rio de Janeiro,VALENÇA,330610,0.738,71112
Rio de Janeiro,VARRE-SAI,330615,0.659,9427
Rio de Janeiro,VASSOURAS,330620,0.714,33993
Rio de Janeiro,VOLTA REDONDA,330630,0.771,257032
São Paulo,ADAMANTINA,350010,0.79,33490
São Paulo,ADOLFO,350020,0.73,3557
São Paulo,AGUAÍ,350030,0.715,32089
São Paulo,ÁGUAS DA PRATA,350040,0.781,7510
São Paulo,ÁGUAS DE LINDÓIA,350050,0.745,17120
São Paulo,ÁGUAS DE SANTA BÁRBARA,350055,0.757,5570
